NUTS,Location,Year,Election Type,PS,PSD,PCP,CDS,BE,Abstention
Município,Póvoa de Lanhoso,2014,European,38.97,42.48,4.11,42.48,2.07,66.9
Município,Póvoa de Varzim,2014,European,26.21,45.38,6.99,45.38,3.95,71
Município,Proença-a-Nova,2014,European,34.63,47.13,1.93,47.13,2.14,61
Município,Redondo,2014,European,37.9,17.16,29.46,17.16,3.86,68.4
NUTS III,Região de Aveiro,2014,European,27.17,42.09,7.95,42.09,4.82,68.9
NUTS III,Região de Coimbra,2014,European,37.2,28.95,11.02,28.95,5.7,67.5
NUTS III,Região de Leiria,2014,European,25.79,43.4,8.73,43.4,4.85,67.4
Município,Reguengos de Monsaraz,2014,European,52.59,16.3,19.35,16.3,2.15,65.5
Município,Resende,2014,European,51.42,34.19,2.87,34.19,1.77,68.1
Município,Ribeira de Pena,2014,European,43.87,38.19,4.18,38.19,0.64,77.6
Município,Rio Maior,2014,European,30.88,40.64,8.39,40.64,4.25,65.2
Município,Sabrosa,2014,European,43.05,34.31,7.53,34.31,1.72,68.6
Município,Sabugal,2014,European,36.77,40.97,4.55,40.97,2.4,70.3
Município,Salvaterra de Magos,2014,European,40.12,17.22,18.24,17.22,6.52,73
Município,Santa Comba Dão,2014,European,36.03,44.94,3.79,44.94,2.24,70.4
Município,Santa Maria da Feira,2014,European,37.62,33.44,6.12,33.44,4.73,64
Município,Santa Marta de Penaguião,2014,European,49.21,33.93,5.34,33.93,1.66,67.9
Município,Santarém,2014,European,35.8,27.81,14.55,27.81,5.11,┴  64.8
Município,Santiago do Cacém,2014,European,29.66,16.45,35.34,16.45,4.91,63.7
Município,Santo Tirso,2014,European,43.44,29.44,8.14,29.44,3.37,62.6
Município,São Brás de Alportel,2014,European,36.91,25.74,11.81,25.74,6.45,69.5
Município,São João da Madeira,2014,European,36.51,31.27,9.77,31.27,5.31,63
Município,São João da Pesqueira,2014,European,34.09,40.82,5.19,40.82,2.74,70.6
Município,São Pedro do Sul,2014,European,39.15,37.8,5.11,37.8,4.01,67
Município,Sardoal,2014,European,32.32,33.37,8.53,33.37,5.6,48.7
Município,Sátão,2014,European,28.84,52.47,2.69,52.47,1.75,73.7
Município,Seia,2014,European,42.72,32.89,8.17,32.89,2.91,65.7
Município,Seixal,2014,European,30.52,15.06,30.17,15.06,6.47,64.4
Município,Sernancelhe,2014,European,27.65,59.25,1.84,59.25,1.4,63.3
Município,Serpa,2014,European,28.3,10.08,51.17,10.08,3.15,63.7
Município,Sertã,2014,European,29.28,51.16,2.94,51.16,2.52,62.4
Município,Sesimbra,2014,European,30.48,16.78,26.05,16.78,6.82,68.7
Município,Setúbal,2014,European,31.85,17.62,26.04,17.62,6.71,66.5
Município,Sever do Vouga,2014,European,23.44,53.2,4.13,53.2,2.73,65.9
Município,Silves,2014,European,31.68,19.84,23.67,19.84,5.97,69.9
Município,Sines,2014,European,35.65,12.41,28.95,12.41,6.67,67.4
Município,Sintra,2014,European,33.17,22.28,17.4,22.28,6.76,67
Município,Sobral de Monte Agraço,2014,European,31.79,18.79,28.77,18.79,4.31,65.5
Município,Soure,2014,European,46.84,20.71,11.96,20.71,5.13,67.1
Município,Sousel,2014,European,32.94,25.71,27.67,25.71,2.27,59.2
Município,Tábua,2014,European,41.39,33.94,6.97,33.94,2.57,68.1
Município,Tabuaço,2014,European,36.87,46.95,3.46,46.95,1.73,69
NUTS III,Tâmega e Sousa,2014,European,40.4,35.12,5.44,35.12,2.87,67.3
Município,Tarouca,2014,European,29.71,45.74,7.61,45.74,3.68,71.9
Município,Tavira,2014,European,37.99,24.81,12.14,24.81,7.21,71.3
Município,Terras de Bouro,2014,European,29.08,49.68,6.5,49.68,1.25,63.8
NUTS III,Terras de Trás-os-Montes,2014,European,36.73,43.43,4.76,43.43,2.71,71.4
Município,Tomar,2014,European,34.01,31.2,10.76,31.2,5.22,65.2
Município,Tondela,2014,European,29.01,48.88,5.51,48.88,2.89,67.6
Município,Torre de Moncorvo,2014,European,39.89,42.87,4.25,42.87,1.73,69.4
Município,Torres Novas,2014,European,35.35,23.14,16.25,23.14,8.33,62.8
Município,Torres Vedras,2014,European,33.43,30.26,13.76,30.26,5.05,64.9
Município,Trancoso,2014,European,41.18,40.71,3.1,40.71,2,66
Município,Trofa,2014,European,34.39,38.35,7.14,38.35,3.71,64.3
Município,Vagos,2014,European,14.8,65.53,3.41,65.53,3.15,74
Município,Vale de Cambra,2014,European,28.18,44.31,4.76,44.31,4.15,62.9
Município,Valença,2014,European,33.3,44.04,5.22,44.04,2.11,73.3
Município,Valongo,2014,European,37.61,24.49,12.58,24.49,5.58,62.7
Município,Valpaços,2014,European,24.06,62.4,2.25,62.4,1.33,71.9
Município,Vendas Novas,2014,European,32.24,17.27,36,17.27,3.43,63.1
Município,Viana do Alentejo,2014,European,34.58,11.71,38.99,11.71,3.74,64.3
Município,Viana do Castelo,2014,European,30.86,28.89,13.66,28.89,5.52,66.3
Município,Vidigueira,2014,European,37.41,11.15,37.8,11.15,2.54,62.5
Município,Vieira do Minho,2014,European,37.11,44.57,4.76,44.57,2.97,68
Município,Vila de Rei,2014,European,20.28,59.37,4.04,59.37,1.4,45.6
Município,Vila do Bispo,2014,European,42.72,19.81,12.4,19.81,7.67,69.3
Município,Vila do Conde,2014,European,38.63,32.06,8,32.06,4.34,65.1
Município,Vila Flor,2014,European,43.1,35.55,5.48,35.55,3.6,67.3
Município,Vila Franca de Xira,2014,European,32.95,15.19,28.16,15.19,6.17,62
Município,Vila Nova da Barquinha,2014,European,41.09,16.91,16.82,16.91,5.98,60.9
Município,Vila Nova de Cerveira,2014,European,40.84,32.79,5.27,32.79,3.19,68.4
Município,Vila Nova de Famalicão,2014,European,37.12,37.28,7.02,37.28,3.69,60.1
Município,Vila Nova de Foz Côa,2014,European,42.07,39.93,4.36,39.93,2.31,68.2
Município,Vila Nova de Gaia,2014,European,37.41,25.29,12.44,25.29,5.88,62
Município,Vila Nova de Paiva,2014,European,26.56,55.27,4.37,55.27,0.9,77
Município,Vila Nova de Poiares,2014,European,39.1,33.92,7.73,33.92,3.99,73.4
Município,Vila Pouca de Aguiar,2014,European,37.51,44.66,5.21,44.66,1.2,71.7
Município,Vila Real,2014,European,36.45,36.62,6.33,36.62,3.36,66.3
Município,Vila Real de Santo António,2014,European,33.53,19.09,23.63,19.09,7.36,73.5
Município,Vila Velha de Ródão,2014,European,57.3,23.89,8.23,23.89,3.07,57.3
Município,Vila Verde,2014,European,23.22,57.44,4.35,57.44,2.03,65.7
Município,Vila Viçosa,2014,European,33.55,19.12,31.7,19.12,4.21,67.1
Município,Vimioso,2014,European,36.12,51.06,2.58,51.06,1.42,73.7
Município,Vinhais,2014,European,46.21,36.58,3.5,36.58,1.95,73.1
Município,Viseu,2014,European,29.06,44.82,6.1,44.82,4.21,68.6
NUTS III,Viseu Dão Lafões,2014,European,32.7,44.39,5.22,44.39,3.3,69.4
Município,Vizela,2014,European,48.68,22.92,7.41,22.92,4.26,67.7
Município,Vouzela,2014,European,34.57,44.53,4.36,44.53,3.7,65.2
Município,Abrantes,2015,Parliament,41.2,14.89,8.8,14.89,12.97,41.8
Município,Águeda,2015,Parliament,29.16,26.43,4.2,26.43,8.67,44.4
Município,Aguiar da Beira,2015,Parliament,26.34,31.67,1.65,31.67,4.32,51.7
Município,Alandroal,2015,Parliament,45.21,8.29,25.96,8.29,7.19,37.1
Município,Albergaria-a-Velha,2015,Parliament,25.31,28.39,4.09,28.39,8.73,45.1
Município,Albufeira,2015,Parliament,30.75,18.31,7.47,18.31,14.42,54.8
Município,Alcácer do Sal,2015,Parliament,42.18,8.02,27.01,8.02,8.9,41.1
Município,Alcanena,2015,Parliament,31.44,21.18,10.3,21.18,8.9,42.9
Município,Alcobaça,2015,Parliament,26.77,26.08,4.77,26.08,9.04,40.6
Município,Alcochete,2015,Parliament,34.17,13.78,17.83,13.78,12.83,37
Município,Alcoutim,2015,Parliament,44.4,19.18,7.16,19.18,5.24,41.1
Município,Alenquer,2015,Parliament,36.24,15.14,14.8,15.14,11.57,40.3
NUTS II,Alentejo,2015,Parliament,38.53,13.15,18.83,13.15,10,42
NUTS III,Alentejo Central,2015,Parliament,38.61,12.35,22.61,12.35,8.9,40.1
NUTS III,Alentejo Litoral,2015,Parliament,36.91,10.47,22.72,10.47,11.71,41.5
Município,Alfândega da Fé,2015,Parliament,42.39,23.32,2.43,23.32,4.92,44.8
NUTS II,Algarve,2015,Parliament,34.09,16.37,9.03,16.37,14.7,48.6
NUTS III,Algarve,2015,Parliament,34.09,16.37,9.03,16.37,14.7,48.6
Município,Alijó,2015,Parliament,37.96,24.52,3.59,24.52,4.85,49.7
Município,Aljezur,2015,Parliament,39.21,12.38,12.43,12.38,11.73,44.3
Município,Aljustrel,2015,Parliament,37.7,5.76,37.13,5.76,8.02,37.6
Município,Almada,2015,Parliament,37.03,12.79,16.85,12.79,12.66,40.5
Município,Almeida,2015,Parliament,32.5,25.43,4.61,25.43,6.17,49.3
Município,Almeirim,2015,Parliament,42.44,14.3,11.29,14.3,10.33,46.4
Município,Almodôvar,2015,Parliament,42.06,14.47,12,14.47,10.33,42.2
Município,Alpiarça,2015,Parliament,33.16,8.82,32.73,8.82,9.63,39.1
Município,Alter do Chão,2015,Parliament,43.7,15.28,14.13,15.28,6.54,39.9
NUTS III,Alto Alentejo,2015,Parliament,43.94,14.31,12.61,14.31,9.52,41.7
NUTS III,Alto Minho,2015,Parliament,31.12,23.76,5.46,23.76,8.3,49.3
NUTS III,Alto Tâmega,2015,Parliament,31.83,28.58,2.42,28.58,4.27,55.8
Município,Alvaiázere,2015,Parliament,17.18,35.85,1.41,35.85,5.18,42.6
Município,Alvito,2015,Parliament,38.55,11.94,23.17,11.94,8.94,40
Município,Amadora,2015,Parliament,38.82,14.71,11.62,14.71,11.94,41.1
Município,Amarante,2015,Parliament,37.26,22.73,3.83,22.73,7.53,46.6
Município,Amares,2015,Parliament,27.46,27.48,3.96,27.48,7.48,46.1
Município,Anadia,2015,Parliament,23.46,30.44,3.39,30.44,7.28,45.5
Município,Ansião,2015,Parliament,24.6,30.47,2.68,30.47,5.66,40.2
Município,Arcos de Valdevez,2015,Parliament,28.48,28.69,2.6,28.69,4.56,57.6
NUTS II,Área Metropolitana de Lisboa,2015,Parliament,35.04,16.2,12.54,16.2,11.91,39.9
NUTS III,Área Metropolitana de Lisboa,2015,Parliament,35.04,16.2,12.54,16.2,11.91,39.9
NUTS III,Área Metropolitana do Porto,2015,Parliament,33.6,20.34,7.12,20.34,11.94,39.3
Município,Arganil,2015,Parliament,35.52,24.54,3.45,24.54,6.88,41.1
Município,Armamar,2015,Parliament,23.61,28.83,6.1,28.83,7.6,48.1
Município,Arouca,2015,Parliament,20.56,33.79,2.08,33.79,5.11,41.9
Município,Arraiolos,2015,Parliament,34.04,9.02,35.09,9.02,7.31,33.7
Município,Arronches,2015,Parliament,44.61,17.62,8.09,17.62,7.43,36
Município,Arruda dos Vinhos,2015,Parliament,34.43,18.05,10.21,18.05,12.09,37.2
NUTS III,Ave,2015,Parliament,34.81,22.12,5.51,22.12,9.48,39.7
Município,Aveiro,2015,Parliament,28.18,23.8,5,23.8,12.2,43.3
Município,Avis,2015,Parliament,30.71,8.46,41.45,8.46,6.6,33.4
Município,Azambuja,2015,Parliament,37.3,12.11,16.22,12.11,14.13,41.2
Município,Baião,2015,Parliament,47.86,19.4,2.98,19.4,6.25,49
NUTS III,Baixo Alentejo,2015,Parliament,38.39,10.28,26.97,10.28,8.1,42.5
Município,Barcelos,2015,Parliament,27.97,27.83,3.24,27.83,7.38,35.5
Município,Barrancos,2015,Parliament,40.3,11.43,22.3,11.43,7.34,44.8
Município,Barreiro,2015,Parliament,36.82,8.1,26.37,8.1,12.58,37.7
Município,Batalha,2015,Parliament,18.37,31.68,2.29,31.68,8.74,39.9
NUTS III,Beira Baixa,2015,Parliament,40.71,19.59,4.74,19.59,9.33,41.9
NUTS III,Beiras e Serra da Estrela,2015,Parliament,38.57,20.19,5.91,20.19,9.67,46.2
Município,Beja,2015,Parliament,37.94,11.37,24.21,11.37,9.43,40.6
Município,Belmonte,2015,Parliament,45.2,14.21,8.21,14.21,11.5,48.6
Município,Benavente,2015,Parliament,31.14,14.91,17.4,14.91,13.11,47.2
Município,Bombarral,2015,Parliament,29.6,22.39,8.84,22.39,9.29,43.7
Município,Borba,2015,Parliament,47.43,11.7,13.64,11.7,10.66,37.5
Município,Boticas,2015,Parliament,23.15,34.16,2.28,34.16,2.55,55.8
Município,Braga,2015,Parliament,32.29,21.04,7.78,21.04,10.9,38.4
Município,Bragança,2015,Parliament,36.74,24.21,3.45,24.21,6.92,54.3
Município,Cabeceiras de Basto,2015,Parliament,43.19,23.16,2.11,23.16,4.23,46.6
Município,Cadaval,2015,Parliament,36.33,21.22,5.95,21.22,8.88,42.5
Município,Caldas da Rainha,2015,Parliament,27.57,23.55,5.15,23.55,12.12,45.2
Município,Caminha,2015,Parliament,38.69,19.82,5.9,19.82,8.78,46.2
Município,Campo Maior,2015,Parliament,49.94,8.6,17.69,8.6,11,40.6
Município,Cantanhede,2015,Parliament,28.46,26.4,4.3,26.4,8.14,48.9
Município,Carrazeda de Ansiães,2015,Parliament,32.15,26.47,3.47,26.47,6.03,52.9
Município,Carregal do Sal,2015,Parliament,28.74,27.67,3.04,27.67,7.03,50.2
Município,Cartaxo,2015,Parliament,39.59,13.55,11.52,13.55,13.8,42
Município,Cascais,2015,Parliament,29.51,22.59,7.09,22.59,10.61,40.7
Município,Castanheira de Pêra,2015,Parliament,47.56,17.91,4,17.91,7.44,41
Município,Castelo Branco,2015,Parliament,42.51,17.55,5.22,17.55,10.91,42.2
Município,Castelo de Paiva,2015,Parliament,37.21,23.86,2.9,23.86,8.07,41.5
Município,Castelo de Vide,2015,Parliament,44.75,15.9,6.03,15.9,11.28,35.5
Município,Castro Daire,2015,Parliament,30.47,28.99,2.83,28.99,4.39,53.9
Município,Castro Marim,2015,Parliament,41.45,15.24,7.63,15.24,13.49,46
Município,Castro Verde,2015,Parliament,35.25,8.79,29.49,8.79,11.58,42.6
NUTS III,Cávado,2015,Parliament,29.07,25.18,5.31,25.18,8.8,39.8
Município,Celorico da Beira,2015,Parliament,34.28,24.99,3.24,24.99,8.09,49
Município,Celorico de Basto,2015,Parliament,29.58,27.77,3.09,27.77,6.25,48.3
NUTS II,Centro,2015,Parliament,31.63,23.02,5.99,23.02,9.87,44.3
Município,Chamusca,2015,Parliament,40.21,12.56,18.38,12.56,9.02,41.9
Município,Chaves,2015,Parliament,31.95,26.93,3.18,26.93,5.77,54.1
Município,Cinfães,2015,Parliament,36.26,24.97,3.28,24.97,5.79,50
Município,Coimbra,2015,Parliament,37.93,16.97,9.65,16.97,11.47,40
Município,Condeixa-a-Nova,2015,Parliament,39.52,16.17,8.07,16.17,13.44,40
Município,Constância,2015,Parliament,41.36,11.52,13.66,11.52,13.33,36.2
NUTS I,Continente,2015,Parliament,33.75,19.93,8.81,19.93,10.64,42.4
Município,Coruche,2015,Parliament,38.49,12.81,21.06,12.81,8.9,42.5
Município,Covilhã,2015,Parliament,45.24,13.05,10.61,13.05,12.58,43.1
Município,Crato,2015,Parliament,47.24,14.75,11.55,14.75,7.32,37.5
Município,Cuba,2015,Parliament,39.51,8.33,33.23,8.33,4.75,39
NUTS III,Douro,2015,Parliament,34.91,25.11,3.85,25.11,6.32,48.9
Município,Elvas,2015,Parliament,46.38,14.61,7.21,14.61,11.19,50.9
Município,Entroncamento,2015,Parliament,37.53,14.35,9.36,14.35,16.9,39.5
Município,Espinho,2015,Parliament,35.49,19.64,8.37,19.64,10.59,37.7
Município,Esposende,2015,Parliament,23.3,29,4.13,29,7.47,44.5
Município,Estarreja,2015,Parliament,27.37,25.07,6.44,25.07,9.6,47.7
Município,Estremoz,2015,Parliament,40.12,16.19,13.4,16.19,9.05,42.5
Município,Évora,2015,Parliament,37.07,14.03,19.29,14.03,10.33,39.5
Município,Fafe,2015,Parliament,37.46,22.12,4.56,22.12,8.04,44.5
Município,Faro,2015,Parliament,35.22,16.32,9.19,16.32,14,45
Município,Felgueiras,2015,Parliament,31.06,24.94,4.31,24.94,9.36,40.6
Município,Ferreira do Alentejo,2015,Parliament,42.45,8.98,24.45,8.98,8.25,41.2
Município,Ferreira do Zêzere,2015,Parliament,28.69,26.51,3.32,26.51,7.8,38
Município,Figueira da Foz,2015,Parliament,35.73,17.46,8.46,17.46,12.51,48
Município,Figueira de Castelo Rodrigo,2015,Parliament,40.35,23.12,2.85,23.12,5.66,46.3
Município,Figueiró dos Vinhos,2015,Parliament,32.29,27.43,1.98,27.43,5.87,39.1
Município,Fornos de Algodres,2015,Parliament,38.98,24.22,2.81,24.22,5.62,42.8
Município,Freixo de Espada à Cinta,2015,Parliament,42.19,22.15,3.02,22.15,6.96,48.6
Município,Fronteira,2015,Parliament,45.65,15.45,10.71,15.45,8.81,34.3
Município,Fundão,2015,Parliament,40.66,17.49,5.39,17.49,12.61,45.6
Município,Gavião,2015,Parliament,54.31,10.92,9.77,10.92,8.66,33.6
Município,Góis,2015,Parliament,42.12,21.75,3.11,21.75,6.61,40.3
Município,Golegã,2015,Parliament,37.49,13.96,16.27,13.96,11.34,"┴  41,1"
Município,Gondomar,2015,Parliament,34.54,16.96,10.87,16.96,13.48,40.3
Município,Gouveia,2015,Parliament,38.01,23.04,5.01,23.04,6.77,48.3
Município,Grândola,2015,Parliament,37.19,9.56,27.4,9.56,9.45,39.9
Município,Guarda,2015,Parliament,35.3,21.77,4.29,21.77,10.67,42.4
Município,Guimarães,2015,Parliament,34.51,20.39,7.31,20.39,10.79,36.9
Município,Idanha-a-Nova,2015,Parliament,48.93,15.99,5.38,15.99,6.91,45
Município,Ílhavo,2015,Parliament,26.03,24.93,4.84,24.93,11.69,51.9
Município,Lagoa,2015,Parliament,32.3,15.73,9.51,15.73,16.65,46.2
Município,Lagos,2015,Parliament,36.14,13.44,10.42,13.44,16.72,48
Município,Lamego,2015,Parliament,34.72,24.26,4.84,24.26,7.09,45.6
Município,Leiria,2015,Parliament,23.13,27.97,3.27,27.97,10.09,39.8
NUTS III,Lezíria do Tejo,2015,Parliament,36.47,15.74,13.31,15.74,11.36,43.3
Município,Lisboa,2015,Parliament,35.83,19.31,8.11,19.31,9.64,"┴  37,4"
Município,Loulé,2015,Parliament,31.69,20.53,6.01,20.53,12.46,51.8
Município,Loures,2015,Parliament,36.83,14.38,15.88,14.38,10.88,"┴  37,8"
Município,Lourinhã,2015,Parliament,24.75,27.05,4.88,27.05,9.73,43.4
Município,Lousã,2015,Parliament,41.13,17.77,5.17,17.77,11.9,43.2
Município,Lousada,2015,Parliament,34.06,23.81,4.74,23.81,8.23,41
Município,Mação,2015,Parliament,36.21,22.57,4.54,22.57,8.03,31.2
Município,Macedo de Cavaleiros,2015,Parliament,32.62,27.33,2.69,27.33,5.43,54.1
Município,Mafra,2015,Parliament,29.15,21.41,7.35,21.41,11.89,38.8
Município,Maia,2015,Parliament,32.6,19.84,6.88,19.84,13.66,35.3
Município,Mangualde,2015,Parliament,37.26,23.03,4.1,23.03,6.46,50.5
Município,Manteigas,2015,Parliament,42.53,18.17,6.76,18.17,9.6,48.4
Município,Marco de Canaveses,2015,Parliament,31.68,24.97,4.18,24.97,8.8,46.4
Município,Marinha Grande,2015,Parliament,31.06,13.54,17.18,13.54,15.83,43.3
Município,Marvão,2015,Parliament,43.77,19.13,3.87,19.13,8.66,40.5
Município,Matosinhos,2015,Parliament,37.78,17,7.55,17,13.76,38.1
Município,Mealhada,2015,Parliament,39.53,17.97,7.24,17.97,10.88,46.6
Município,Mêda,2015,Parliament,31.74,27.95,2.83,27.95,5.2,50.8
NUTS III,Médio Tejo,2015,Parliament,31.82,21.7,6.94,21.7,10.91,40.6
Município,Melgaço,2015,Parliament,38.97,22.85,2.54,22.85,5.88,67.1
Município,Mértola,2015,Parliament,39.24,8.19,30.76,8.19,6.73,39
Município,Mesão Frio,2015,Parliament,38.69,23.05,2.17,23.05,8.04,47.7
Município,Mira,2015,Parliament,31.22,26.41,2.62,26.41,7.79,50.3
Município,Miranda do Corvo,2015,Parliament,40.2,17.92,6.47,17.92,11.94,42.3
Município,Miranda do Douro,2015,Parliament,39,25.79,1.5,25.79,4.23,49.9
Município,Mirandela,2015,Parliament,29.36,27.66,4.57,27.66,6.37,51.4
Município,Mogadouro,2015,Parliament,34.95,27.47,1.65,27.47,4.29,50.6
Município,Moimenta da Beira,2015,Parliament,31.95,26.9,4.03,26.9,5.25,57
Município,Moita,2015,Parliament,33.19,7.79,28.39,7.79,13.91,43.4
Município,Monção,2015,Parliament,30.79,26.54,2.56,26.54,7.05,54.7
Município,Monchique,2015,Parliament,39.84,15.38,8.85,15.38,12.31,33.8
Município,Mondim de Basto,2015,Parliament,29.12,29.23,2.98,29.23,5.06,54.1
Município,Monforte,2015,Parliament,47,12.63,16,12.63,7.6,39.7
Município,Montalegre,2015,Parliament,43.24,24.83,1.08,24.83,3.07,59.3
Município,Montemor-o-Novo,2015,Parliament,31.69,10.3,34.93,10.3,7.39,36.9
Município,Montemor-o-Velho,2015,Parliament,39.82,16.72,8.53,16.72,11.22,44.4
Município,Montijo,2015,Parliament,35.18,14.37,13.85,14.37,13.52,46
Município,Mora,2015,Parliament,30.43,10.36,39.61,10.36,4.84,40.7
Município,Mortágua,2015,Parliament,30.88,27.99,2.67,27.99,6.55,49.7
Município,Moura,2015,Parliament,39.83,10.91,25.68,10.91,6.62,52.5
Município,Mourão,2015,Parliament,50.83,14.04,10.78,14.04,6.22,43
Município,Murça,2015,Parliament,34.05,27.61,1.6,27.61,5.64,52.7
Município,Murtosa,2015,Parliament,19.43,32.85,3.33,32.85,6.44,55.7
Município,Nazaré,2015,Parliament,39.76,16.02,8.13,16.02,12.96,52.1
Município,Nelas,2015,Parliament,33.38,23.97,4.47,23.97,8.55,49.3
Município,Nisa,2015,Parliament,44.45,15.13,12.36,15.13,7.2,39.6
NUTS II,Norte,2015,Parliament,33.14,22.43,5.87,22.43,9.91,42.2
Município,Óbidos,2015,Parliament,31.89,21.2,6.31,21.2,12.02,43.6
Município,Odemira,2015,Parliament,39.12,10.91,19.62,10.91,10.35,40.8
Município,Odivelas,2015,Parliament,37.12,16.23,10.2,16.23,12,40.1
Município,Oeiras,2015,Parliament,33.36,19.93,7.91,19.93,11.06,35.5
NUTS III,Oeste,2015,Parliament,30.9,21.28,8.42,21.28,10.74,42.9
Município,Oleiros,2015,Parliament,22.89,32.94,2.02,32.94,4.51,37.9
Município,Olhão,2015,Parliament,33.74,14.82,9.67,14.82,16.49,51.5
Município,Oliveira de Azeméis,2015,Parliament,31.07,24.85,3.18,24.85,9.83,40.8
Município,Oliveira de Frades,2015,Parliament,25,29.71,3.56,29.71,6.95,43.4
Município,Oliveira do Bairro,2015,Parliament,14.63,35.8,2.17,35.8,6.52,46.1
Município,Oliveira do Hospital,2015,Parliament,36.01,24.69,3.36,24.69,6.46,41.7
Município,Ourém,2015,Parliament,16.07,35.11,2.54,35.11,5.69,44.2
Município,Ourique,2015,Parliament,41.64,16.13,15.26,16.13,5.36,37.7
Município,Ovar,2015,Parliament,33.08,19.98,7.44,19.98,12.93,42.9
Município,Paços de Ferreira,2015,Parliament,27.63,28.04,4.31,28.04,7.01,41.3
Município,Palmela,2015,Parliament,33.45,12.29,17.95,12.29,15.04,42.6
Município,Pampilhosa da Serra,2015,Parliament,36.97,25.16,3.19,25.16,5.34,44.8
Município,Paredes,2015,Parliament,27.73,26.67,5.09,26.67,8.35,38.3
Município,Paredes de Coura,2015,Parliament,42.81,18.88,3.72,18.88,6.77,54.2
Município,Pedrógão Grande,2015,Parliament,28.5,28.85,1.28,28.85,6.45,42.6
Município,Penacova,2015,Parliament,36.05,23.89,5.83,23.89,5.72,46.6
Município,Penafiel,2015,Parliament,33.5,23.19,5.1,23.19,9.07,38.1
Município,Penalva do Castelo,2015,Parliament,33.02,26.75,4.06,26.75,4.93,49.2
Município,Penamacor,2015,Parliament,35.22,20.86,5.41,20.86,9.97,48.2
Município,Penedono,2015,Parliament,33.43,25.69,3.93,25.69,6.45,59.4
Município,Penela,2015,Parliament,31.16,25.72,4.16,25.72,7.05,43.2
Município,Peniche,2015,Parliament,33.24,17.72,11.66,17.72,10.89,50.4
Município,Peso da Régua,2015,Parliament,39.2,22.11,5.14,22.11,6.87,50.5
Município,Pinhel,2015,Parliament,27.53,28.8,3.98,28.8,6.19,49.8
Município,Pombal,2015,Parliament,20.63,31.13,2.32,31.13,7.96,52.3
Município,Ponte da Barca,2015,Parliament,36.88,24.72,2.46,24.72,5.32,54.5
Município,Ponte de Lima,2015,Parliament,21.89,30.45,4.16,30.45,5.88,42.9
Município,Ponte de Sor,2015,Parliament,41.9,11.16,19.46,11.16,10.22,44.3
Município,Portalegre,2015,Parliament,42.28,17.86,6.8,17.86,10.22,40
Município,Portel,2015,Parliament,47.6,5.54,31.61,5.54,6,39.2
Município,Portimão,2015,Parliament,33.37,15.61,8.41,15.61,16.85,48.3
Município,Porto,2015,Parliament,33.66,19.86,8.63,19.86,11.72,37.9
Município,Porto de Mós,2015,Parliament,25.6,26.93,3.27,26.93,9.52,41.5
Município,Póvoa de Lanhoso,2015,Parliament,32.61,26.52,2.98,26.52,6.12,48.4
Município,Póvoa de Varzim,2015,Parliament,25.28,28.04,4.58,28.04,8.33,46.7
Município,Proença-a-Nova,2015,Parliament,31.26,28.43,1.66,28.43,5.81,38.5
Município,Redondo,2015,Parliament,42.48,11.69,18.97,11.69,9.41,44.3
NUTS III,Região de Aveiro,2015,Parliament,25.93,26.7,4.68,26.7,9.92,45.8
NUTS III,Região de Coimbra,2015,Parliament,36.85,19.54,7.24,19.54,10.28,43.9
NUTS III,Região de Leiria,2015,Parliament,24.12,27.01,4.69,27.01,9.82,43
Município,Reguengos de Monsaraz,2015,Parliament,48.77,12.12,13.72,12.12,8.02,44.7
Município,Resende,2015,Parliament,42.97,23.01,3.25,23.01,3.81,45.4
Município,Ribeira de Pena,2015,Parliament,39.45,25.69,2.01,25.69,3.04,59.6
Município,Rio Maior,2015,Parliament,28.64,24.97,5.27,24.97,9.39,41.8
Município,Sabrosa,2015,Parliament,37.86,24.65,3.29,24.65,5.55,49.1
Município,Sabugal,2015,Parliament,31.77,24.98,3.53,24.98,8.32,56.1
Município,Salvaterra de Magos,2015,Parliament,36.37,14.15,12.51,14.15,14.15,49.9
Município,Santa Comba Dão,2015,Parliament,31.76,27.17,2.44,27.17,6.51,47.6
Município,Santa Maria da Feira,2015,Parliament,33.38,22.41,4.25,22.41,11.17,41.8
Município,Santa Marta de Penaguião,2015,Parliament,44.91,22.11,3.2,22.11,4.6,49.9
Município,Santarém,2015,Parliament,36.76,18.51,9.06,18.51,10.35,"┴  40,8"
Município,Santiago do Cacém,2015,Parliament,33.64,11.82,22.37,11.82,13.08,41.6
Município,Santo Tirso,2015,Parliament,37.74,20.27,6,20.27,9.92,37.6
Município,São Brás de Alportel,2015,Parliament,34.49,17.43,7.29,17.43,14.3,46.5
Município,São João da Madeira,2015,Parliament,35.31,20.7,5.8,20.7,11.09,41.6
Município,São João da Pesqueira,2015,Parliament,29.01,27.91,3.72,27.91,5.28,51.7
Município,São Pedro do Sul,2015,Parliament,35.54,23.24,4.21,23.24,8.35,47.4
Município,Sardoal,2015,Parliament,34.06,19.91,6.37,19.91,12.44,29.5
Município,Sátão,2015,Parliament,24.32,31.52,2.38,31.52,5.62,55
Município,Seia,2015,Parliament,39.43,21.57,5.53,21.57,6.95,46.2
Município,Seixal,2015,Parliament,35.33,11.99,18.5,11.99,13.83,41.2
Município,Sernancelhe,2015,Parliament,26.2,32.82,1.43,32.82,3.61,48.4
